557290.771620,177310.747502,5.058000
557290.764676,177310.747288,5.058000
557290.785509,177310.747932,5.058000
557290.806342,177310.748576,5.058000
557290.806342,177310.748576,5.058000
557290.834119,177310.749435,5.058000
557290.882382,177309.637919,5.158000
557290.937936,177309.639637,5.158000
557290.944881,177309.639852,5.158000
557290.979602,177309.640925,5.158000
557290.993491,177309.641354,5.158000
557291.104600,177309.644789,5.158000
557291.118489,177309.645219,5.158000
557291.187932,177309.647365,5.158000
557291.201821,177309.647795,5.158000
557291.201821,177309.647795,5.158000
557291.201821,177309.647795,5.158000
557291.194876,177309.647580,5.158000
557291.229598,177309.648653,5.158000
557291.312930,177309.651230,5.158000
557291.361540,177309.652732,5.158000
557291.396262,177309.653806,5.158000
557291.403206,177309.654020,5.158000
557291.396262,177309.653806,5.158000
557291.389317,177309.653591,5.158000
557291.396262,177309.653806,5.158000
557291.437928,177309.655094,5.158000
557291.437928,177309.655094,5.158000
557291.424039,177309.654664,5.158000
557291.444872,177309.655309,5.158000
557291.500427,177309.657026,5.037000
557291.583411,177308.546584,5.078000
557291.590355,177308.546799,5.078000
557291.590355,177308.546799,5.078000
557291.673687,177308.549375,5.078000
557291.722298,177308.550878,5.078000
557291.708409,177308.550448,5.078000
557291.715353,177308.550663,5.078000
557291.715353,177308.550663,5.078000
557291.687576,177308.549804,5.078000
557291.632021,177308.548087,5.078000
557291.673340,177307.436357,4.773000
557291.659451,177307.435928,4.773000
557291.569175,177307.433137,4.773000
557291.360845,177307.426696,4.759000
557291.062239,177307.417465,4.759000
557290.721967,177307.406946,4.759000
557290.450790,177306.285555,4.808000
557289.846633,177306.266878,4.808000
557289.742468,177306.263658,4.808000
557289.541083,177306.257432,4.808000
557289.144908,177305.132178,4.779000
557288.936578,177305.125738,4.779000
557288.311588,177305.106417,4.773000
557287.485213,177305.080870,4.794000
557287.471324,177305.080441,4.794000
557287.387992,177305.077865,4.794000
557287.103274,177305.069063,4.794000
557287.040427,177303.954113,4.791000
557286.957095,177303.951537,4.791000
557286.943206,177303.951108,4.791000
557286.894596,177303.949605,4.791000
557286.852930,177303.948317,4.791000
557286.998761,177303.952825,4.791000
557287.040427,177303.954113,4.791000
557287.047371,177303.954328,4.791000
557287.068204,177303.954972,4.791000
557287.144592,177303.957333,4.791000
557287.283478,177303.961627,4.791000
557287.332089,177303.963129,4.791000
557287.332089,177303.963129,4.791000
557287.332089,177303.963129,4.791000
557287.345977,177303.963559,4.791000
557287.352922,177303.963773,4.791000
557287.352922,177303.963773,4.791000
557287.359866,177303.963988,4.791000
557287.429309,177303.966135,4.791000
557287.450142,177303.966779,4.791000
557287.470975,177303.967423,4.791000
557287.422714,177305.078938,4.794000
557287.367159,177305.077221,4.794000
557287.242161,177305.073357,4.794000
557287.283827,177305.074645,4.794000
557287.325493,177305.075933,4.794000
557287.408825,177305.078509,4.794000
557287.457435,177305.080012,4.794000
557287.526879,177305.082158,4.773000
557287.554656,177305.083017,4.773000
557287.658821,177305.086237,4.773000
557287.762986,177305.089457,4.773000
557287.894928,177305.093536,4.773000
557288.117147,177305.100406,4.773000
557288.297699,177305.105987,4.773000
557288.401864,177305.109207,4.773000
557288.457419,177305.110925,4.773000
557288.540751,177305.113501,4.779000
557288.603250,177305.115433,4.779000
557288.735192,177305.119512,4.779000
557288.887968,177305.124235,4.779000
557289.006021,177305.127884,4.779000
557289.117131,177305.131319,4.779000
557289.214351,177305.134325,4.779000
557289.235184,177305.134969,4.779000
557289.429626,177305.140980,4.779000
557289.512957,177305.143556,4.794000
557289.631011,177305.147205,4.794000
557289.860174,177305.154290,4.794000
557289.894896,177305.155363,4.794000
557289.908784,177305.155793,4.794000
557289.922673,177305.156222,4.794000
557289.915729,177305.156007,4.794000
557289.901840,177305.155578,4.794000
557289.874063,177305.154719,4.794000
557289.832397,177305.153431,4.794000
557289.825452,177305.153216,4.794000
557289.624067,177305.146991,4.794000
557289.561568,177305.145059,4.794000
557289.512957,177305.143556,4.794000
557289.471292,177305.142268,4.779000
557289.457403,177305.141838,4.779000
557289.457403,177305.141838,4.779000
557289.353238,177305.138618,4.779000
557289.387960,177305.139692,4.779000
557289.325461,177305.137760,4.779000
557289.269906,177305.136042,4.779000
557289.207407,177305.134110,4.779000
557289.193518,177305.133681,4.779000
557289.179630,177305.133251,4.779000
557289.158797,177305.132607,4.779000
557289.145256,177306.245196,4.802000
557289.152200,177306.245411,4.802000
557289.228588,177306.247772,4.802000
557289.256365,177306.248631,4.802000
557289.256365,177306.248631,4.802000
557289.311920,177306.250348,4.802000
557289.346642,177306.251422,4.802000
557289.485528,177306.255715,4.802000
557289.541083,177306.257432,4.808000
557289.603582,177306.259365,4.808000
557289.686914,177306.261941,4.808000
557289.707747,177306.262585,4.808000
557289.652192,177306.260867,4.808000
557289.561916,177306.258077,4.808000
557289.561916,177306.258077,4.808000
557289.548027,177306.257647,4.808000
557289.541083,177306.257432,4.808000
557289.548027,177306.257647,4.808000
557289.548027,177306.257647,4.808000
557289.534139,177306.257218,4.808000
557289.513306,177306.256574,4.808000
557289.534139,177306.257218,4.808000
557289.548027,177306.257647,4.808000
557289.596637,177306.259150,4.808000
557289.568860,177306.258291,4.808000
557289.589693,177306.258935,4.808000
557289.603582,177306.259365,4.808000
557289.603582,177306.259365,4.808000
557289.631359,177306.260223,4.808000
557289.596637,177306.259150,4.808000
557289.575804,177306.258506,4.808000
557289.554971,177306.257862,4.808000
557289.548027,177306.257647,4.808000
557289.527194,177306.257003,4.808000
557289.527194,177306.257003,4.808000
557289.478584,177306.255500,4.802000
557289.499417,177306.256144,4.802000
557289.506361,177306.256359,4.808000
557289.451155,177307.367660,4.803000
557289.430322,177307.367016,4.803000
557289.451155,177307.367660,4.803000
557289.451155,177307.367660,4.803000
557289.458099,177307.367874,4.803000
557289.430322,177307.367016,4.803000
557289.381711,177307.365513,4.803000
557289.381711,177307.365513,4.803000
557289.381711,177307.365513,4.803000
557289.388656,177307.365728,4.803000
557289.353934,177307.364654,4.803000
557289.360878,177307.364869,4.803000
557289.353934,177307.364654,4.803000
557289.353934,177307.364654,4.803000
557289.346990,177307.364439,4.803000
557289.333101,177307.364010,4.803000
557289.340045,177307.364225,4.803000
557289.312268,177307.363366,4.803000
557289.228936,177307.360790,4.803000
557289.228936,177307.360790,4.803000
557289.131715,177307.357784,4.803000
557289.103938,177307.356926,4.803000
557289.124771,177307.357570,4.803000
557289.117827,177307.357355,4.803000
557289.103938,177307.356926,4.803000
557289.103938,177307.356926,4.803000
557289.131715,177307.357784,4.803000
557289.159493,177307.358643,4.803000
557289.159493,177307.358643,4.803000
557289.173381,177307.359072,4.803000
557289.221992,177307.360575,4.803000
557289.249769,177307.361434,4.803000
557289.305324,177307.363151,4.803000
557289.326157,177307.363795,4.803000
557289.333101,177307.364010,4.803000
557289.340045,177307.364225,4.803000
557289.346990,177307.364439,4.803000
557289.374767,177307.365298,4.803000
557289.388656,177307.365728,4.803000
557289.451155,177307.367660,4.803000
557289.458099,177307.367874,4.803000
557289.478932,177307.368518,4.803000
557289.499765,177307.369162,4.803000
557289.534487,177307.370236,5.499000
557289.562264,177307.371094,5.499000
557289.555319,177307.370880,5.499000
557289.562264,177307.371094,5.499000
557289.576152,177307.371524,5.499000
557289.610874,177307.372597,5.499000
557289.631707,177307.373241,5.499000
557289.638651,177307.373456,5.499000
557289.680317,177307.374744,5.499000
557289.735524,177306.263443,4.808000
557289.749413,177306.263873,4.808000
