TQ57NE,57290.771620,77310.747502,5.058000
TQ57NE,57290.764676,77310.747288,5.058000
TQ57NE,57290.785509,77310.747932,5.058000
TQ57NE,57290.806342,77310.748576,5.058000
TQ57NE,57290.806342,77310.748576,5.058000
TQ57NE,57290.834119,77310.749435,5.058000
TQ57NE,57290.882382,77309.637919,5.158000
TQ57NE,57290.937936,77309.639637,5.158000
TQ57NE,57290.944881,77309.639852,5.158000
TQ57NE,57290.979602,77309.640925,5.158000
TQ57NE,57290.993491,77309.641354,5.158000
TQ57NE,57291.104600,77309.644789,5.158000
TQ57NE,57291.118489,77309.645219,5.158000
TQ57NE,57291.187932,77309.647365,5.158000
TQ57NE,57291.201821,77309.647795,5.158000
TQ57NE,57291.201821,77309.647795,5.158000
TQ57NE,57291.201821,77309.647795,5.158000
TQ57NE,57291.194876,77309.647580,5.158000
TQ57NE,57291.229598,77309.648653,5.158000
TQ57NE,57291.312930,77309.651230,5.158000
TQ57NE,57291.361540,77309.652732,5.158000
TQ57NE,57291.396262,77309.653806,5.158000
TQ57NE,57291.403206,77309.654020,5.158000
TQ57NE,57291.396262,77309.653806,5.158000
TQ57NE,57291.389317,77309.653591,5.158000
TQ57NE,57291.396262,77309.653806,5.158000
TQ57NE,57291.437928,77309.655094,5.158000
TQ57NE,57291.437928,77309.655094,5.158000
TQ57NE,57291.424039,77309.654664,5.158000
TQ57NE,57291.444872,77309.655309,5.158000
TQ57NE,57291.500427,77309.657026,5.037000
TQ57NE,57291.583411,77308.546584,5.078000
TQ57NE,57291.590355,77308.546799,5.078000
TQ57NE,57291.590355,77308.546799,5.078000
TQ57NE,57291.673687,77308.549375,5.078000
TQ57NE,57291.722298,77308.550878,5.078000
TQ57NE,57291.708409,77308.550448,5.078000
TQ57NE,57291.715353,77308.550663,5.078000
TQ57NE,57291.715353,77308.550663,5.078000
TQ57NE,57291.687576,77308.549804,5.078000
TQ57NE,57291.632021,77308.548087,5.078000
TQ57NE,57291.673340,77307.436357,4.773000
TQ57NE,57291.659451,77307.435928,4.773000
TQ57NE,57291.569175,77307.433137,4.773000
TQ57NE,57291.360845,77307.426696,4.759000
TQ57NE,57291.062239,77307.417465,4.759000
TQ57NE,57290.721967,77307.406946,4.759000
TQ57NE,57290.450790,77306.285555,4.808000
TQ57NE,57289.846633,77306.266878,4.808000
TQ57NE,57289.742468,77306.263658,4.808000
TQ57NE,57289.541083,77306.257432,4.808000
TQ57NE,57289.144908,77305.132178,4.779000
TQ57NE,57288.936578,77305.125738,4.779000
TQ57NE,57288.311588,77305.106417,4.773000
TQ57NE,57287.485213,77305.080870,4.794000
TQ57NE,57287.471324,77305.080441,4.794000
TQ57NE,57287.387992,77305.077865,4.794000
TQ57NE,57287.103274,77305.069063,4.794000
TQ57NE,57287.040427,77303.954113,4.791000
TQ57NE,57286.957095,77303.951537,4.791000
TQ57NE,57286.943206,77303.951108,4.791000
TQ57NE,57286.894596,77303.949605,4.791000
TQ57NE,57286.852930,77303.948317,4.791000
TQ57NE,57286.998761,77303.952825,4.791000
TQ57NE,57287.040427,77303.954113,4.791000
TQ57NE,57287.047371,77303.954328,4.791000
TQ57NE,57287.068204,77303.954972,4.791000
TQ57NE,57287.144592,77303.957333,4.791000
TQ57NE,57287.283478,77303.961627,4.791000
TQ57NE,57287.332089,77303.963129,4.791000
TQ57NE,57287.332089,77303.963129,4.791000
TQ57NE,57287.332089,77303.963129,4.791000
TQ57NE,57287.345977,77303.963559,4.791000
TQ57NE,57287.352922,77303.963773,4.791000
TQ57NE,57287.352922,77303.963773,4.791000
TQ57NE,57287.359866,77303.963988,4.791000
TQ57NE,57287.429309,77303.966135,4.791000
TQ57NE,57287.450142,77303.966779,4.791000
TQ57NE,57287.470975,77303.967423,4.791000
TQ57NE,57287.422714,77305.078938,4.794000
TQ57NE,57287.367159,77305.077221,4.794000
TQ57NE,57287.242161,77305.073357,4.794000
TQ57NE,57287.283827,77305.074645,4.794000
TQ57NE,57287.325493,77305.075933,4.794000
TQ57NE,57287.408825,77305.078509,4.794000
TQ57NE,57287.457435,77305.080012,4.794000
TQ57NE,57287.526879,77305.082158,4.773000
TQ57NE,57287.554656,77305.083017,4.773000
TQ57NE,57287.658821,77305.086237,4.773000
TQ57NE,57287.762986,77305.089457,4.773000
TQ57NE,57287.894928,77305.093536,4.773000
TQ57NE,57288.117147,77305.100406,4.773000
TQ57NE,57288.297699,77305.105987,4.773000
TQ57NE,57288.401864,77305.109207,4.773000
TQ57NE,57288.457419,77305.110925,4.773000
