5.147290e+01,2.633809e-01
5.147290e+01,2.633808e-01
5.147290e+01,2.633811e-01
5.147290e+01,2.633814e-01
5.147290e+01,2.633814e-01
5.147290e+01,2.633818e-01
5.147289e+01,2.633820e-01
5.147289e+01,2.633828e-01
5.147289e+01,2.633829e-01
5.147289e+01,2.633834e-01
5.147289e+01,2.633836e-01
5.147289e+01,2.633852e-01
5.147289e+01,2.633854e-01
5.147289e+01,2.633864e-01
5.147289e+01,2.633866e-01
5.147289e+01,2.633866e-01
5.147289e+01,2.633866e-01
5.147289e+01,2.633865e-01
5.147289e+01,2.633870e-01
5.147289e+01,2.633882e-01
5.147289e+01,2.633889e-01
5.147289e+01,2.633894e-01
5.147289e+01,2.633895e-01
5.147289e+01,2.633894e-01
5.147289e+01,2.633893e-01
5.147289e+01,2.633894e-01
5.147289e+01,2.633900e-01
5.147289e+01,2.633900e-01
5.147289e+01,2.633898e-01
5.147289e+01,2.633901e-01
5.147289e+01,2.633909e-01
5.147288e+01,2.633916e-01
5.147288e+01,2.633917e-01
5.147288e+01,2.633917e-01
5.147288e+01,2.633929e-01
5.147288e+01,2.633936e-01
5.147288e+01,2.633934e-01
5.147288e+01,2.633935e-01
5.147288e+01,2.633935e-01
5.147288e+01,2.633931e-01
5.147288e+01,2.633923e-01
5.147287e+01,2.633924e-01
5.147287e+01,2.633922e-01
5.147287e+01,2.633909e-01
5.147287e+01,2.633879e-01
5.147287e+01,2.633836e-01
5.147287e+01,2.633787e-01
5.147286e+01,2.633743e-01
5.147286e+01,2.633656e-01
5.147286e+01,2.633641e-01
5.147286e+01,2.633612e-01
5.147285e+01,2.633550e-01
5.147285e+01,2.633520e-01
5.147285e+01,2.633430e-01
5.147285e+01,2.633311e-01
5.147285e+01,2.633309e-01
5.147285e+01,2.633297e-01
5.147285e+01,2.633256e-01
5.147284e+01,2.633242e-01
5.147284e+01,2.633230e-01
5.147284e+01,2.633228e-01
5.147284e+01,2.633221e-01
5.147284e+01,2.633215e-01
5.147284e+01,2.633236e-01
5.147284e+01,2.633242e-01
5.147284e+01,2.633243e-01
5.147284e+01,2.633246e-01
5.147284e+01,2.633257e-01
5.147284e+01,2.633277e-01
5.147284e+01,2.633284e-01
5.147284e+01,2.633284e-01
5.147284e+01,2.633284e-01
5.147284e+01,2.633286e-01
5.147284e+01,2.633287e-01
5.147284e+01,2.633287e-01
5.147284e+01,2.633288e-01
5.147284e+01,2.633298e-01
5.147284e+01,2.633301e-01
5.147284e+01,2.633304e-01
5.147285e+01,2.633302e-01
5.147285e+01,2.633294e-01
5.147285e+01,2.633276e-01
5.147285e+01,2.633282e-01
5.147285e+01,2.633288e-01
5.147285e+01,2.633300e-01
5.147285e+01,2.633307e-01
5.147285e+01,2.633317e-01
5.147285e+01,2.633321e-01
5.147285e+01,2.633336e-01
5.147285e+01,2.633351e-01
5.147285e+01,2.633370e-01
5.147285e+01,2.633402e-01
5.147285e+01,2.633428e-01
5.147285e+01,2.633443e-01
5.147285e+01,2.633451e-01
5.147285e+01,2.633463e-01
5.147285e+01,2.633472e-01
5.147285e+01,2.633491e-01
5.147285e+01,2.633513e-01
5.147285e+01,2.633530e-01
5.147285e+01,2.633546e-01
5.147285e+01,2.633560e-01
5.147285e+01,2.633563e-01
5.147285e+01,2.633591e-01
5.147285e+01,2.633603e-01
5.147285e+01,2.633620e-01
5.147285e+01,2.633653e-01
5.147285e+01,2.633658e-01
5.147285e+01,2.633660e-01
5.147285e+01,2.633662e-01
5.147285e+01,2.633661e-01
5.147285e+01,2.633659e-01
5.147285e+01,2.633655e-01
5.147285e+01,2.633649e-01
5.147285e+01,2.633648e-01
5.147285e+01,2.633619e-01
5.147285e+01,2.633610e-01
5.147285e+01,2.633603e-01
5.147285e+01,2.633597e-01
5.147285e+01,2.633595e-01
5.147285e+01,2.633595e-01
5.147285e+01,2.633580e-01
5.147285e+01,2.633585e-01
5.147285e+01,2.633576e-01
5.147285e+01,2.633568e-01
5.147285e+01,2.633559e-01
5.147285e+01,2.633557e-01
5.147285e+01,2.633555e-01
5.147285e+01,2.633552e-01
5.147286e+01,2.633555e-01
5.147286e+01,2.633556e-01
5.147286e+01,2.633567e-01
5.147286e+01,2.633571e-01
5.147286e+01,2.633571e-01
5.147286e+01,2.633579e-01
5.147286e+01,2.633584e-01
5.147286e+01,2.633604e-01
5.147286e+01,2.633612e-01
5.147286e+01,2.633621e-01
5.147286e+01,2.633633e-01
5.147286e+01,2.633636e-01
5.147286e+01,2.633628e-01
5.147286e+01,2.633615e-01
5.147286e+01,2.633615e-01
5.147286e+01,2.633613e-01
5.147286e+01,2.633612e-01
5.147286e+01,2.633613e-01
5.147286e+01,2.633613e-01
5.147286e+01,2.633611e-01
5.147286e+01,2.633608e-01
5.147286e+01,2.633611e-01
5.147286e+01,2.633613e-01
5.147286e+01,2.633620e-01
5.147286e+01,2.633616e-01
5.147286e+01,2.633619e-01
5.147286e+01,2.633621e-01
5.147286e+01,2.633621e-01
5.147286e+01,2.633625e-01
5.147286e+01,2.633620e-01
5.147286e+01,2.633617e-01
5.147286e+01,2.633614e-01
5.147286e+01,2.633613e-01
